date,rainfall,site,year,month,tasmax,tasmin
2022-01-16,48.17044988747888,Hazelrigg,2022,1,7.801369689419743,2.623273715731269
2022-01-16,40.97189697877912,Ainsdale,2022,1,8.349906672726922,3.4162698961537914
2022-02-16,66.31398111483479,Wytham,2022,2,10.41046946755551,3.61600537168062
2022-02-16,172.87617765750684,Hazelrigg,2022,2,8.81258590467402,3.652964595158735
2022-02-16,113.93285432733647,Ainsdale,2022,2,9.653129263955785,4.820822304034625
2022-03-16,45.70712835351972,Wytham,2022,3,12.054305094022896,3.657442338172446
2022-03-16,42.06016815983714,Hazelrigg,2022,3,11.909209577261164,3.8997181056046815
2022-03-16,18.500564027540875,Ainsdale,2022,3,12.286467176593028,4.085853886333176
2022-04-16,15.329650688593889,Wytham,2022,4,14.472555441795372,4.318079732347178
2022-04-16,52.80940863707143,Hazelrigg,2022,4,12.755043034850596,4.587272875560208
2022-04-16,29.91215359805064,Ainsdale,2022,4,13.342139144153727,5.338044556061284
2022-05-16,45.91807978105001,Wytham,2022,5,18.16292609288575,9.045041019892347
2022-05-16,75.60487552959064,Hazelrigg,2022,5,15.352327803452694,9.347283260634347
2022-05-16,56.14850233344034,Ainsdale,2022,5,16.085020130406885,10.519662642545835
2022-06-16,47.505670696421255,Wytham,2022,6,20.882046544902202,10.35135438671639
2022-06-16,85.40791716778693,Hazelrigg,2022,6,17.886046692602626,10.511247042900681
2022-06-16,61.42032569512289,Ainsdale,2022,6,18.458476691502437,11.272787806245105
2022-07-16,6.695952671093951,Wytham,2022,7,25.008384530305825,13.255624627945501
2022-07-16,89.80579108666021,Hazelrigg,2022,7,19.89887472473779,13.36911639518269
2022-07-16,47.919135888613624,Ainsdale,2022,7,20.6037682350196,14.190475615954997
2022-08-16,8.015040562680541,Wytham,2022,8,25.378674187670537,13.691701158003895
2022-08-16,47.63035462784315,Hazelrigg,2022,8,21.16156419671394,13.235956921965613
2022-08-16,38.02710534279529,Ainsdale,2022,8,22.04402614508504,13.994562181120045
2022-09-16,66.23218208225238,Wytham,2022,9,19.167969948707334,10.638765179571259
2022-09-16,99.11949829040263,Hazelrigg,2022,9,17.676575741982965,10.518053930176222
2022-09-16,99.01079729777182,Ainsdale,2022,9,18.526326052103407,11.296701126190607
2022-10-16,106.36207837562964,Wytham,2022,10,17.110880329172737,9.393277689220056
2022-10-16,116.44944662501176,Hazelrigg,2022,10,15.084663916646202,9.811298181449342
2022-10-16,88.02102854705804,Ainsdale,2022,10,15.782210714448574,10.332359527039014
2022-11-16,120.89730396522133,Wytham,2022,11,12.063730208326529,6.919911687303282
2022-11-16,161.41923911480103,Hazelrigg,2022,11,11.37362249854518,6.794045738249072
2022-11-16,102.48019018216819,Ainsdale,2022,11,12.0056122453269,7.553882355310443
2022-12-16,70.9170776549367,Wytham,2022,12,6.656292129735337,0.41767643944822774
2022-12-16,112.71923342481398,Hazelrigg,2022,12,6.231873512242453,0.5361393385979656
2022-12-16,103.62134306136255,Ainsdale,2022,12,6.995294633265966,1.3185288745271173
2023-01-16,62.80707967943079,Wytham,2023,1,8.058038263222938,1.9182986095016072
2023-01-16,144.80440625200436,Hazelrigg,2023,1,7.721766219920557,3.1094585342378505
2023-01-16,77.79762687499482,Ainsdale,2023,1,8.36176380378659,3.70009878857943
2023-02-16,8.385689016777148,Wytham,2023,2,9.834983049671905,2.4410530677890394
2023-02-16,30.335162483971136,Hazelrigg,2023,2,8.863420641804105,3.8947298317801122
2023-02-16,7.174486103732963,Ainsdale,2023,2,9.653236000371967,4.373035728744941
2023-03-16,142.3415115809336,Wytham,2023,3,10.260093616490357,4.300289953630317
2023-03-16,138.57069858412854,Hazelrigg,2023,3,9.358468869771642,3.780818198680165
2023-03-16,94.86322087295076,Ainsdale,2023,3,9.886483124730539,4.492969484819585
2023-04-16,65.8179112661465,Wytham,2023,4,13.017563885473704,4.569438495275335
2023-04-16,57.43994877484789,Hazelrigg,2023,4,12.234622890787435,4.921180104334622
2023-04-16,31.22533922957568,Ainsdale,2023,4,12.670038978973729,5.83254028488061
2023-05-16,49.59310820420362,Wytham,2023,5,17.54694209101735,7.919258875899933
2023-05-16,26.623926649682772,Hazelrigg,2023,5,16.65070100277886,8.413302276179305
2023-05-16,21.274635647459327,Ainsdale,2023,5,16.941606811916568,9.176043076310298
2023-06-16,48.79692852106107,Wytham,2023,6,23.15944565191791,11.834768008703044
2023-06-16,64.07635017230888,Hazelrigg,2023,6,21.519489799987984,12.060058672877645
2023-06-16,49.85213000513872,Ainsdale,2023,6,21.991379515585095,12.823992671452812
2023-07-16,114.15015012789196,Wytham,2023,7,20.650994017201082,12.517729732976651
2023-07-16,222.9615941320943,Hazelrigg,2023,7,18.165900829961334,12.83475714408847
2023-07-16,172.9810991189106,Ainsdale,2023,7,18.83216988177142,13.658912566852491
2023-08-16,65.1148762416949,Wytham,2023,8,21.174013512216828,12.49988315411169
2023-08-16,89.01586248297824,Hazelrigg,2023,8,18.713423323924623,13.06684467465896
2023-08-16,75.29922463899521,Ainsdale,2023,8,19.251687203063614,14.04764682259075
2023-09-16,67.22542146662293,Wytham,2023,9,21.98406372520124,12.889547831200723
2023-09-16,136.03069875330033,Hazelrigg,2023,9,19.228357394712603,12.64409717139879
2023-09-16,101.90914698861079,Ainsdale,2023,9,20.10778726665177,13.239911656693254
2023-10-16,144.22551493655064,Wytham,2023,10,16.41259938397915,9.206903860190227
2023-10-16,118.41407263269397,Hazelrigg,2023,10,13.901251704454602,8.895640094328176
2023-10-16,129.72855347917562,Ainsdale,2023,10,14.89453596160895,9.228671492278783
2023-11-16,85.0388887379726,Wytham,2023,11,10.573567940663944,4.509860492301861
2023-11-16,124.45614641733683,Hazelrigg,2023,11,9.684661229598957,4.786157787830644
