date,site,rainfall
2025-08-11,Wytham,0.4189453125
2025-08-12,Ainsdale,0.0679966517857143
2025-08-12,Hazelrigg,0
2025-08-12,Wytham,0.255859375
2025-08-13,Ainsdale,0
2025-08-13,Hazelrigg,0
2025-08-13,Wytham,9.765625e-4
2025-08-14,Ainsdale,0.030357142857142853
2025-08-14,Hazelrigg,2.44140625e-4
2025-08-14,Wytham,0
2025-08-15,Ainsdale,0
2025-08-15,Hazelrigg,0
2025-08-15,Wytham,0
2025-08-16,Ainsdale,0
2025-08-16,Hazelrigg,0
2025-08-16,Wytham,0
2025-08-17,Ainsdale,0
2025-08-17,Hazelrigg,0
2025-08-17,Wytham,0
2025-08-18,Ainsdale,0
2025-08-18,Hazelrigg,0
2025-08-18,Wytham,0
2025-08-19,Ainsdale,0.0030970982142857146
2025-08-19,Hazelrigg,0
2025-08-19,Wytham,0.416015625
2025-08-20,Ainsdale,0
2025-08-20,Hazelrigg,0
2025-08-20,Wytham,9.765625e-4
2025-08-21,Ainsdale,2.790178571428572e-4
2025-08-21,Hazelrigg,0.1982421875
2025-08-21,Wytham,0
2025-08-22,Ainsdale,0
2025-08-22,Hazelrigg,0.0068359375
2025-08-22,Wytham,0
2025-08-23,Ainsdale,0
2025-08-23,Hazelrigg,9.765625e-4
2025-08-23,Wytham,0
2025-08-24,Ainsdale,0
2025-08-24,Hazelrigg,2.44140625e-4
2025-08-24,Wytham,0
2025-08-25,Ainsdale,0.8435825892857143
2025-08-25,Hazelrigg,1.9140625
2025-08-25,Wytham,0.00390625
2025-08-26,Ainsdale,0.6991350446428573
